video,p_base,p_e18
exact-r1__64f05b3d914bb69ca68d1d101fb3ac8bca6ac483__炸虾菇__v637__scooter__6ecc2e35__c0.mp4,0.076147,0.140266
exact-r1__d43f45e1575283f7a4947a8817a222ab1e2f44ae__炸虾菇__v1318__crown__72012d99__c0.mp4,0.285321,0.354863
base-noprop__c3ad0151cf012ab92fe134a98d4a74d428a02c98__炸虾菇__v0__835debb4__c0.mp4,0.098486,0.12404
generic__3e0263de42d2cb0db2374a5b45278fcc7a471c0b__炸虾菇__v226__flag__7051c29c__c0.mp4,0.137896,0.13282
exact-r1__2495cb6a02eecbe6b15ad5481af9e0812f316e44__炸虾菇__v230__eyemask__37c59cc4__c0.mp4,0.1519,0.174867
base-noprop__56bc114155a57e47100a6759d7b78d0befdb0a1f__蘑菇力__v0__fdcdf91b__c0.mp4,0.087691,0.142274
exact-r2__044176e563bd0ca37fa16a6ebe34899138633a40__粽子菇__v28__coffee__6edeef2d__c0.mp4,0.566566,0.507781
exact-r1__63f03d9dd9794eff85cfc7b301e8768d91c5ed15__爆炸菇（爆炸后）__v628__scooter__1e4ffb85__c0.mp4,0.077673,0.109329
exact-r1__c4bc889e53e3b7c097389fd3251b96bb18d2cf89__汉堡菇__v1229__glasses__4f6633c0__c0.mp4,0.153207,0.16404
exact-r2__f9d979263ca90b8d782fab2b3ee4583fc05533f7__爆炸菇（爆炸前）__v1573__bubble__9842ef1a__c0.mp4,0.225133,0.271259
exact-r1__d9657e5af5e0c9e5c71b7d15425af2bf7fc9de96__炸虾菇__v1360__flag__4356cda3__c0.mp4,0.076583,0.156039
base-noprop__c3ad0151cf012ab92fe134a98d4a74d428a02c98__汉堡菇__v0__95b484d7__c0.mp4,0.076539,0.137062
base-noprop__701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4__爆炸菇（爆炸前）__v0__939efe02__c0.mp4,0.135724,0.151301
base-noprop__1df7005fbb426ec84155f9de604e394437faec56__蘑菇力__v0__3d516394__c0.mp4,0.070782,0.152735
exact-r1__4b73dcb962cbfd0a121d5292b514c93b57ca1509__粽子菇__v481__glasses__fc5a00e3__c0.mp4,0.324748,0.323859
base-props__ef01e3e16837353e5fa278ba9d8c3a02e714ae93__毒蘑菇__v931__eyemask__80d334ac__c0.mp4,0.159654,0.192532
exact-r1__f4391007a9614180b36c5a425ae726846b1ea5a6__蘑菇力__v1539__eyemask__009061a7__c0.mp4,0.133754,0.173657
exact-r2__15f75abcba4174a7e03174d2ba8fa27b95e7f5ff__蘑菇力__v140__glasses__5c91f6c0__c0.mp4,0.137168,0.142151
exact-r2__295ec2fac111fb5afa6570ecaff44ee23b6282e7__蘑菇力__v270__flag__1f2f782d__c0.mp4,0.107563,0.174801
base-noprop__6f80f6f55013cf4bdc25f285b4d3df54365756f7__汉堡菇__v0__8a109e22__c0.mp4,0.015148,0.166586
base-noprop__2a80b5bbf9bfc43cc9607c64804c1876ee75a6f2__吐司菇__v0__7cb92347__c0.mp4,0.159042,0.144747
exact-r2__b856a1d79624bd047e5d93374c319a973d73e62e__蘑菇力__v1149__crown__12fea823__c0.mp4,0.217432,0.275229
exact-r1__92701c4890bfa8037986aa613bac5b8b817f1d93__汉堡菇__v913__crown__84118245__c0.mp4,0.296872,0.334672
base-noprop__298931f62e1fcd1c182d348d865aefe21b2f1a4b__毒蘑菇__v0__6f04026b__c0.mp4,0.17316,0.191366
exact-r1__60a81de5057115bd0b3452e8e8309f1f536ac3b7__毒蘑菇__v609__scooter__51bd992f__c0.mp4,0.076513,0.153046
base-noprop__f64e1c17ba334819ca417f708e64e97d2aba7b05__汉堡菇__v0__d05e23c8__c0.mp4,0.189776,0.191821
exact-r2__44993cb2159040cd5c551870f50670ead8e9a055__吐司菇__v434__bubble__97241be1__c0.mp4,0.243289,0.3187
exact-r1__8ff33cc752671edcac45e85fe3fb2364ba8650d7__粽子菇__v894__crown__a832649f__c0.mp4,0.311263,0.310384
exact-r1__1f7833393cfd7a7fd3faa088f0b95515c659a529__毒蘑菇__v193__coffee__a6765f8b__c0.mp4,0.134435,0.326339
exact-r2__171b01e62180767a46c70dc987e6dd7a7b472e97__蘑菇力__v148__glasses__0b94f1a4__c0.mp4,0.380758,0.358122
exact-r2__2476217f1ef403570cab61bc600a1590bb5c33b0__汉堡菇__v228__eyemask__1f5e8f4e__c0.mp4,0.105926,0.206145
exact-r1__73afa897ca03b7b1fe86810570a9bd774d604c2c__爆炸菇（爆炸前）__v727__eyemask__f07809e3__c0.mp4,0.152861,0.241035
exact-r2__48edbebb09f4066019f3a893bd82184d9bdce8fd__爆炸菇（爆炸后）__v465__glasses__5508a275__c0.mp4,0.548786,0.543078
exact-r1__c1c8f50e04d9360f9734313b06780f6e0609fa1f__爆炸菇（爆炸前）__v1207__coffee__58598a42__c0.mp4,0.530561,0.540404
base-props__b166561176afda3a52cc9957753e6b2a097c6778__爆炸菇（爆炸后）__v708__eyemask__f8083751__c0.mp4,0.02175,0.105824
generic__a3ea0638c0bec1fb0f4c997a373d36ead037e385__粽子菇__v665__glasses__a3923a49__c0.mp4,0.037739,0.13363
exact-r1__c7ad00b677c45e8f5009f4a0740dfa6c109a6eee__汉堡菇__v1244__glasses__0a8c1553__c0.mp4,0.343705,0.309988
base-noprop__013962c09c352134ee0d785c579d7b5e97c4b629__汉堡菇__v0__ef4a1376__c0.mp4,0.096347,0.201644
base-noprop__143077ed5c3203470357eefbac685c008578ef31__吐司菇__v0__7563b70e__c0.mp4,0.047898,0.135877
exact-r1__913093deac6198ad65ba3e8925974f83e021d41b__爆炸菇（爆炸前）__v902__flag__7a5b4086__c0.mp4,0.17973,0.226921
base-noprop__ccb6b1d206606a8d4ddb34ae7e70a1dfb2cd49ba__炸虾菇__v0__e7a2db12__c0.mp4,0.131686,0.194129
exact-r2__92d7bb39237f675b3076e7ae79f0ec800ee34bfd__汉堡菇__v915__crown__bc24fe8e__c0.mp4,0.081558,0.159407
base-noprop__e17297a1dbbf07dbe3fecb987321a5713158816b__粽子菇__v0__108d4101__c0.mp4,0.203671,0.228945
base-noprop__36be73a15cf37206fd7e42ba1a164bb08d4ac477__蘑菇力__v0__696670df__c0.mp4,0.071408,0.099294
base-noprop__08447ead47d19cdf9b918908077ea735b8029732__炸虾菇__v0__0e65d755__c0.mp4,0.154415,0.226571
generic__07c58fa6b177896d1bf3bafc1798b4388f51e9a6__粽子菇__v33__coffee__8258b5f3__c0.mp4,0.275342,0.290752
base-noprop__ccb6b1d206606a8d4ddb34ae7e70a1dfb2cd49ba__爆炸菇（爆炸后）__v0__6d174165__c0.mp4,0.063193,0.134784
generic__b6bd61a3bd7cb45a64f5f161b4fd05db5645825e__粽子菇__v730__crown__61c95450__c0.mp4,0.069686,0.179727
exact-r1__0f18bf2ed6d3e86236af775a725470a89f82c943__蘑菇力__v88__coffee__0f253918__c0.mp4,0.357155,0.371763
exact-r1__18ee7b33c99e2e14a3e82fadee1bea64ceed5ede__蘑菇力__v156__glasses__69bca2c2__c0.mp4,0.433987,0.459628
base-noprop__ea77208c520ab108b30a7e6f72eddb04638cca12__粽子菇__v0__23886b40__c0.mp4,0.098047,0.156884
exact-r1__2495cb6a02eecbe6b15ad5481af9e0812f316e44__汉堡菇__v230__eyemask__80759f2d__c0.mp4,0.278097,0.191655
base-noprop__66f41d2f3f0f61298257e508840f1163992f0311__爆炸菇（爆炸前）__v0__686a9ace__c0.mp4,0.308346,0.286999
exact-r1__e8dd33ac9d57dcf5cadf50a91548482ba321b941__吐司菇__v1459__eyemask__998c48da__c0.mp4,0.170205,0.195282
exact-r2__cf74c350c79d0b0215dc7dda7d44e9eb626b6204__蘑菇力__v1289__bubble__ed3d7cd2__c0.mp4,0.229321,0.327555
exact-r2__6cee461f6ca15e16a9c4812c2deda88a3e325b18__汉堡菇__v695__coffee__a6b494fb__c0.mp4,0.49276,0.462653
base-props__73ec88107c787002c08c3232085b5837e0a0a553__炸虾菇__v449__bubble__8ebbfab5__c0.mp4,0.102282,0.186434
base-noprop__66f41d2f3f0f61298257e508840f1163992f0311__汉堡菇__v0__ff9362d2__c0.mp4,0.523892,0.589615
