filename,grade,reasons,track,source_sha,match,image_sample_id,image_dataset,image_label
generic__4cb113661e22673b72a3e13f60cc0f8202bd9de8__爆炸菇（爆炸前）__v278__crown__ebb8e940__c0.mp4,bad,还原度,generic,4cb113661e22673b72a3e13f60cc0f8202bd9de8,source_only,4cb113661e22673b72a3e13f60cc0f8202bd9de8__吐司菇__v0__e9ee2df5__c0,sku-2.0-noprop-merged-0721,bad
generic__dad4cc0c224921ba2b3e9a82d69f6789dfd1c559__汉堡菇__v847__bubble__069a15c5__c0.mp4,bad,不属于以上,generic,dad4cc0c224921ba2b3e9a82d69f6789dfd1c559,none,,,
base-noprop__9ff16bd9837162a31625505a37953b6d7b6f8bcd__爆炸菇（爆炸后）__v0__6c081db1__c0.mp4,bad,还原度,base-noprop,9ff16bd9837162a31625505a37953b6d7b6f8bcd,source_only,9ff16bd9837162a31625505a37953b6d7b6f8bcd__森林__v0__dba247a9__c0,tutu-insert-sft-0709,bad
base-noprop__50ee01d3a21af2295c697ffe0dcc9d0e2bd3a001__毒蘑菇__v0__75b7cf35__c0.mp4,good,,base-noprop,50ee01d3a21af2295c697ffe0dcc9d0e2bd3a001,exact,50ee01d3a21af2295c697ffe0dcc9d0e2bd3a001__毒蘑菇__v0__75b7cf35__c0,sku-2.0-noprop-merged-0721,normal
base-props__d424d1f21129cb4f5e1724780bc7368fa90c14e9__炸虾菇__v813__scooter__d1ace2f7__c0.mp4,normal,,base-props,d424d1f21129cb4f5e1724780bc7368fa90c14e9,none,,,
exact-r2__5c4b08b050f4083c0288f844c4f063b4c7586eb9__炸虾菇__v582__coffee__677017ce__c0.mp4,bad,不属于以上,exact-r2,5c4b08b050f4083c0288f844c4f063b4c7586eb9,exact,5c4b08b050f4083c0288f844c4f063b4c7586eb9__炸虾菇__v582__coffee__677017ce__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__474f385571ae5a110c7956cc929fee320bb370da__爆炸菇（爆炸后）__v454__glasses__cfb81219__c0.mp4,bad,还原度;僵硬,exact-r1,474f385571ae5a110c7956cc929fee320bb370da,exact,474f385571ae5a110c7956cc929fee320bb370da__爆炸菇（爆炸后）__v454__glasses__cfb81219__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__454fa8dcb586fe5bba7dc4c8fc5beac333fb8f52__蘑菇力__v0__b12715e0__c0.mp4,normal,,base-noprop,454fa8dcb586fe5bba7dc4c8fc5beac333fb8f52,source_only,454fa8dcb586fe5bba7dc4c8fc5beac333fb8f52__毒蘑菇__v0__9f031f3a__c0,sku-2.0-noprop-merged-0721,bad
generic__558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a__蘑菇力__v322__eyemask__1cc0cdde__c0.mp4,bad,不属于以上,generic,558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a,source_only,558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a__TUPV6007__v322__glasses__d26e0d2d__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
base-noprop__07c58fa6b177896d1bf3bafc1798b4388f51e9a6__吐司菇__v0__249899b6__c0.mp4,bad,还原度,base-noprop,07c58fa6b177896d1bf3bafc1798b4388f51e9a6,source_only,07c58fa6b177896d1bf3bafc1798b4388f51e9a6__TUPV6006__v0__2ae473ce__c0,sku-1.0-daily-noprop-0802,bad
exact-r1__929b65b28d7fc5f68d6f799d9d758150e4b1155d__爆炸菇（爆炸前）__v914__flag__3302281d__c0.mp4,bad,还原度,exact-r1,929b65b28d7fc5f68d6f799d9d758150e4b1155d,exact,929b65b28d7fc5f68d6f799d9d758150e4b1155d__爆炸菇（爆炸前）__v914__flag__3302281d__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__54b808c68379bb80df935fac20da98e5db366a47__吐司菇__v0__f034c0d7__c0.mp4,good,,base-noprop,54b808c68379bb80df935fac20da98e5db366a47,source_only,54b808c68379bb80df935fac20da98e5db366a47__TUPV6007__v316__flag__c1243ff7__c0,sku-1.0-daily-props-matrix-untriggered-0731,normal
base-noprop__3eb6d97760f838a366c3ddc9c5fe31024af3ddd6__爆炸菇（爆炸后）__v0__588452da__c0.mp4,bad,衣服/身体的时间一致性;还原度,base-noprop,3eb6d97760f838a366c3ddc9c5fe31024af3ddd6,source_only,3eb6d97760f838a366c3ddc9c5fe31024af3ddd6__占卜__v0__d8575766__c0,tutu-insert-sft-0709,bad
exact-r2__7d44a2bbd0f494878694a9248530e08a9227affb__炸虾菇__v779__glasses__89eee02e__c0.mp4,bad,不属于以上,exact-r2,7d44a2bbd0f494878694a9248530e08a9227affb,exact,7d44a2bbd0f494878694a9248530e08a9227affb__炸虾菇__v779__glasses__89eee02e__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__05e26f5e60986d81eb27d3bff555fb6e8b76fd97__粽子菇__v37__coffee__5e8d49dc__c0.mp4,normal,,exact-r1,05e26f5e60986d81eb27d3bff555fb6e8b76fd97,exact,05e26f5e60986d81eb27d3bff555fb6e8b76fd97__粽子菇__v37__coffee__5e8d49dc__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__36cc3b78b61d9039d9d44b967df0005c6e6e6895__汉堡菇__v0__0f68f4e0__c0.mp4,normal,,base-noprop,36cc3b78b61d9039d9d44b967df0005c6e6e6895,source_only,36cc3b78b61d9039d9d44b967df0005c6e6e6895__花花__v0__5f683e3a__c1,tutu-insert-sft-0709,bad
exact-r1__91c39501adafbba839f83b6334e1af2e954a86dc__粽子菇__v905__crown__2115ef43__c0.mp4,good,,exact-r1,91c39501adafbba839f83b6334e1af2e954a86dc,exact,91c39501adafbba839f83b6334e1af2e954a86dc__粽子菇__v905__crown__2115ef43__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__db92b798e1aadc60fbbe4052b859fdc5d2a7e46f__汉堡菇__v1374__flag__7d619672__c0.mp4,normal,,exact-r1,db92b798e1aadc60fbbe4052b859fdc5d2a7e46f,exact,db92b798e1aadc60fbbe4052b859fdc5d2a7e46f__汉堡菇__v1374__flag__7d619672__c0,sku-2.0-props-matrix-untriggered-0728,good
base-props__b4922b313b5f45658c57e964eec6e061ed1c765b__爆炸菇（爆炸后）__v718__eyemask__c2a091da__c0.mp4,bad,还原度,base-props,b4922b313b5f45658c57e964eec6e061ed1c765b,none,,,
base-props__558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a__蘑菇力__v322__eyemask__1cc0cdde__c0.mp4,normal,,base-props,558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a,source_only,558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a__TUPV6007__v322__glasses__d26e0d2d__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__7ceede470341c8d14addf43fd499af7151c8d1c0__炸虾菇__v778__glasses__55737115__c0.mp4,good,,exact-r1,7ceede470341c8d14addf43fd499af7151c8d1c0,exact,7ceede470341c8d14addf43fd499af7151c8d1c0__炸虾菇__v778__glasses__55737115__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__18550aeb254f3fee4e7bf9994a4d3d285dbf113e__蘑菇力__v155__glasses__6c05197a__c0.mp4,bad,物理规律;还原度,exact-r1,18550aeb254f3fee4e7bf9994a4d3d285dbf113e,exact,18550aeb254f3fee4e7bf9994a4d3d285dbf113e__蘑菇力__v155__glasses__6c05197a__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__c4b5a3cb49158de742fefc2345a959ab56706aa5__汉堡菇__v1228__glasses__7aa56a66__c0.mp4,good,,exact-r1,c4b5a3cb49158de742fefc2345a959ab56706aa5,exact,c4b5a3cb49158de742fefc2345a959ab56706aa5__汉堡菇__v1228__glasses__7aa56a66__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__d4b4dc72228046a3528be5b1403d1447c286b9fb__炸虾菇__v1322__crown__384fe161__c0.mp4,normal,,exact-r2,d4b4dc72228046a3528be5b1403d1447c286b9fb,exact,d4b4dc72228046a3528be5b1403d1447c286b9fb__炸虾菇__v1322__crown__384fe161__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4__炸虾菇__v0__fbd5f3e0__c0.mp4,bad,物理规律,base-noprop,701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4,source_only,701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4__爆炸菇（爆炸后）__v0__1eef5aea__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__6f6f2d7c0707575b6afdd575fae5abf75eec000d__汉堡菇__v706__coffee__a22a6a77__c0.mp4,good,,exact-r1,6f6f2d7c0707575b6afdd575fae5abf75eec000d,exact,6f6f2d7c0707575b6afdd575fae5abf75eec000d__汉堡菇__v706__coffee__a22a6a77__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__f0ded2281369569374226c3d97d3dbf8e365ae0a__毒蘑菇__v1514__glasses__6529c6b9__c0.mp4,normal,,exact-r2,f0ded2281369569374226c3d97d3dbf8e365ae0a,exact,f0ded2281369569374226c3d97d3dbf8e365ae0a__毒蘑菇__v1514__glasses__6529c6b9__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__45467bec2e9b047dee0217f2ce7f25cf3110e190__爆炸菇（爆炸前）__v255__scooter__aa891a52__c0.mp4,bad,还原度;不属于以上,base-props,45467bec2e9b047dee0217f2ce7f25cf3110e190,source_only,45467bec2e9b047dee0217f2ce7f25cf3110e190__海滩__v255__eyemask__2230e314__c0,sku-1.1-party-props-matrix-untriggered-0731,bad
exact-r1__10c0ac04aeb5d2daab305c2cf0c7c468606b21ab__蘑菇力__v100__coffee__edadca69__c0.mp4,good,,exact-r1,10c0ac04aeb5d2daab305c2cf0c7c468606b21ab,exact,10c0ac04aeb5d2daab305c2cf0c7c468606b21ab__蘑菇力__v100__coffee__edadca69__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__c1fe0f34398dd6713cc94ea5a6ef326f8c54ec0d__爆炸菇（爆炸前）__v1209__coffee__a7f57350__c0.mp4,bad,衣服/身体的时间一致性;大小变化;还原度,exact-r1,c1fe0f34398dd6713cc94ea5a6ef326f8c54ec0d,exact,c1fe0f34398dd6713cc94ea5a6ef326f8c54ec0d__爆炸菇（爆炸前）__v1209__coffee__a7f57350__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__6789eb569ba9201716016a5c210359d9e3d43278__粽子菇__v0__ade83f0a__c0.mp4,bad,卡顿/少活人感,base-noprop,6789eb569ba9201716016a5c210359d9e3d43278,source_only,6789eb569ba9201716016a5c210359d9e3d43278__花花__v0__668d39ce__c0,tutu-insert-sft-0709,bad
exact-r1__2526bb599376b9015ca0eea713a0fb5afae34359__汉堡菇__v236__eyemask__9225dd36__c0.mp4,bad,还原度,exact-r1,2526bb599376b9015ca0eea713a0fb5afae34359,exact,2526bb599376b9015ca0eea713a0fb5afae34359__汉堡菇__v236__eyemask__9225dd36__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__f0acf58daf5bb6ba0cded2f57ccf6bb43ceb78e5__毒蘑菇__v1513__glasses__300f23a6__c0.mp4,bad,还原度,exact-r1,f0acf58daf5bb6ba0cded2f57ccf6bb43ceb78e5,exact,f0acf58daf5bb6ba0cded2f57ccf6bb43ceb78e5__毒蘑菇__v1513__glasses__300f23a6__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__f16563383dc7f5abb88446494148bd692e6b4a57__爆炸菇（爆炸前）__v1520__scooter__ad0ffcf2__c0.mp4,bad,还原度,exact-r2,f16563383dc7f5abb88446494148bd692e6b4a57,exact,f16563383dc7f5abb88446494148bd692e6b4a57__爆炸菇（爆炸前）__v1520__scooter__ad0ffcf2__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__dfb07d087bbb45ae4ec093956c13cbcc5ca2bb4f__爆炸菇（爆炸后）__v873__flag__0921f662__c0.mp4,bad,不属于以上,base-props,dfb07d087bbb45ae4ec093956c13cbcc5ca2bb4f,source_only,dfb07d087bbb45ae4ec093956c13cbcc5ca2bb4f__TUPV6006__v873__crown__5a47c9ee__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__6474718652c3298f3ac628f29426024c3a14fa73__爆炸菇（爆炸后）__v630__scooter__cfbf8e28__c0.mp4,bad,卡顿/少活人感,exact-r1,6474718652c3298f3ac628f29426024c3a14fa73,exact,6474718652c3298f3ac628f29426024c3a14fa73__爆炸菇（爆炸后）__v630__scooter__cfbf8e28__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__3832d04a1cb8b144cb27edf994f26444ef4fd338__蘑菇力__v0__f57985eb__c0.mp4,normal,,base-noprop,3832d04a1cb8b144cb27edf994f26444ef4fd338,exact,3832d04a1cb8b144cb27edf994f26444ef4fd338__蘑菇力__v0__f57985eb__c0,sku-2.0-noprop-merged-0721,bad
base-props__ab46352316dd303e2692bf4e35d24794f50ca8f1__汉堡菇__v684__eyemask__f96abc17__c0.mp4,bad,衣服/身体的时间一致性,base-props,ab46352316dd303e2692bf4e35d24794f50ca8f1,source_only,ab46352316dd303e2692bf4e35d24794f50ca8f1__TUPV6003__v684__crown__c88ae634__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
base-noprop__02649510b01d521437d95658981d30da7d35fe3b__汉堡菇__v0__262e0805__c0.mp4,bad,帧跳变;不合理的物体,base-noprop,02649510b01d521437d95658981d30da7d35fe3b,source_only,02649510b01d521437d95658981d30da7d35fe3b__占卜__v0__d1ce6bbd__c0,tutu-insert-sft-0709,bad
exact-r2__46efe225dec2d1e5429fa9bf2a6c0d66fc5cb87e__吐司菇__v450__bubble__2ba3618b__c0.mp4,bad,还原度,exact-r2,46efe225dec2d1e5429fa9bf2a6c0d66fc5cb87e,exact,46efe225dec2d1e5429fa9bf2a6c0d66fc5cb87e__吐司菇__v450__bubble__2ba3618b__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__53600e19bd030f125b130556b2ab1372a845cf17__吐司菇__v521__coffee__aa14839c__c0.mp4,normal,,exact-r1,53600e19bd030f125b130556b2ab1372a845cf17,exact,53600e19bd030f125b130556b2ab1372a845cf17__吐司菇__v521__coffee__aa14839c__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__b5751664c907d7f8d89a1aa58474e961773ea73a__粽子菇__v722__crown__72c9a4ea__c0.mp4,bad,还原度,generic,b5751664c907d7f8d89a1aa58474e961773ea73a,none,,,
base-props__ab46352316dd303e2692bf4e35d24794f50ca8f1__吐司菇__v684__scooter__10c24871__c0.mp4,bad,还原度,base-props,ab46352316dd303e2692bf4e35d24794f50ca8f1,source_only,ab46352316dd303e2692bf4e35d24794f50ca8f1__TUPV6003__v684__crown__c88ae634__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__16597e08fbe04aa1b1563b4418564d5f7378092e__蘑菇力__v144__glasses__5def49b2__c0.mp4,bad,不属于以上;还原度,exact-r1,16597e08fbe04aa1b1563b4418564d5f7378092e,exact,16597e08fbe04aa1b1563b4418564d5f7378092e__蘑菇力__v144__glasses__5def49b2__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__c56f18183843ecc10f4a0c80a71cf74a3281b10f__汉堡菇__v1230__glasses__aa624b16__c0.mp4,bad,不属于以上,exact-r2,c56f18183843ecc10f4a0c80a71cf74a3281b10f,exact,c56f18183843ecc10f4a0c80a71cf74a3281b10f__汉堡菇__v1230__glasses__aa624b16__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__c623c242446d6fd4f71cfb5843407de981af5e77__汉堡菇__v1237__glasses__082e1f5e__c0.mp4,bad,不属于以上,exact-r1,c623c242446d6fd4f71cfb5843407de981af5e77,exact,c623c242446d6fd4f71cfb5843407de981af5e77__汉堡菇__v1237__glasses__082e1f5e__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__55da22abe11d7537f6c455032f1fb4e7bbd78acf__汉堡菇__v547__scooter__b9c909ae__c0.mp4,bad,不属于以上,exact-r2,55da22abe11d7537f6c455032f1fb4e7bbd78acf,exact,55da22abe11d7537f6c455032f1fb4e7bbd78acf__汉堡菇__v547__scooter__b9c909ae__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__db8692607b532a06def0a9c28e842cfc4dbca1b5__爆炸菇（爆炸前）__v0__619b605f__c0.mp4,bad,还原度,base-noprop,db8692607b532a06def0a9c28e842cfc4dbca1b5,exact,db8692607b532a06def0a9c28e842cfc4dbca1b5__爆炸菇（爆炸前）__v0__619b605f__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__d8ebb40a2bf7371ffc294d56cd2cf23f8c8e7ae7__炸虾菇__v1354__flag__e2ba55a4__c0.mp4,bad,还原度,exact-r2,d8ebb40a2bf7371ffc294d56cd2cf23f8c8e7ae7,exact,d8ebb40a2bf7371ffc294d56cd2cf23f8c8e7ae7__炸虾菇__v1354__flag__e2ba55a4__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__b362aa39df3475305cfa9e011880de6337fbfc66__爆炸菇（爆炸前）__v0__bdbf3b4f__c0.mp4,normal,,base-noprop,b362aa39df3475305cfa9e011880de6337fbfc66,source_only,b362aa39df3475305cfa9e011880de6337fbfc66__海滩__v0__716b57e9__c0,tutu-insert-sft-0709,normal
exact-r1__ce89e39196c51aba08cf41d6463ef9d5a4b7cd6d__蘑菇力__v1285__bubble__7e9b6253__c0.mp4,normal,,exact-r1,ce89e39196c51aba08cf41d6463ef9d5a4b7cd6d,exact,ce89e39196c51aba08cf41d6463ef9d5a4b7cd6d__蘑菇力__v1285__bubble__7e9b6253__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__b4dda76fcb4d5ce0a269d5bda4ab6bd412c2999d__粽子菇__v1117__bubble__f1b925ce__c0.mp4,bad,不属于以上,exact-r1,b4dda76fcb4d5ce0a269d5bda4ab6bd412c2999d,exact,b4dda76fcb4d5ce0a269d5bda4ab6bd412c2999d__粽子菇__v1117__bubble__f1b925ce__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__1ecebc7f54d7e71e18d80da4cf31f84e2352d630__毒蘑菇__v191__coffee__2aa01e1c__c0.mp4,bad,还原度,exact-r1,1ecebc7f54d7e71e18d80da4cf31f84e2352d630,exact,1ecebc7f54d7e71e18d80da4cf31f84e2352d630__毒蘑菇__v191__coffee__2aa01e1c__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__91bc629c078edf731cebd1b7daf8cf84bcd0876c__爆炸菇（爆炸前）__v904__flag__c3df8e13__c0.mp4,bad,还原度,exact-r1,91bc629c078edf731cebd1b7daf8cf84bcd0876c,exact,91bc629c078edf731cebd1b7daf8cf84bcd0876c__爆炸菇（爆炸前）__v904__flag__c3df8e13__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__f1498f3a3c3245f137f45ef7171fbad768a30f29__爆炸菇（爆炸前）__v1519__scooter__e1358b4e__c0.mp4,bad,还原度,exact-r1,f1498f3a3c3245f137f45ef7171fbad768a30f29,exact,f1498f3a3c3245f137f45ef7171fbad768a30f29__爆炸菇（爆炸前）__v1519__scooter__e1358b4e__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__037c5682bf3ce681096350171ef6542110f90174__粽子菇__v23__coffee__0407dc1e__c0.mp4,bad,大小变化,exact-r1,037c5682bf3ce681096350171ef6542110f90174,exact,037c5682bf3ce681096350171ef6542110f90174__粽子菇__v23__coffee__0407dc1e__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__55b63d472e9f15d5bcd1f672b7144ce1726da2f2__汉堡菇__v0__f3eb98fe__c0.mp4,normal,,base-noprop,55b63d472e9f15d5bcd1f672b7144ce1726da2f2,source_only,55b63d472e9f15d5bcd1f672b7144ce1726da2f2__占卜__v0__f247a774__c0,tutu-insert-sft-0709,bad
base-noprop__3ab5e095ea7925663c71572cdf310f6c6d4c208d__粽子菇__v0__d2b285ff__c0.mp4,good,,base-noprop,3ab5e095ea7925663c71572cdf310f6c6d4c208d,exact,3ab5e095ea7925663c71572cdf310f6c6d4c208d__粽子菇__v0__d2b285ff__c0,sku-2.0-noprop-merged-0721,bad
base-noprop__28a40bdc8031c3ded5a744a31c764d0180862532__汉堡菇__v0__aad8abb6__c0.mp4,bad,衣服/身体的时间一致性,base-noprop,28a40bdc8031c3ded5a744a31c764d0180862532,exact,28a40bdc8031c3ded5a744a31c764d0180862532__汉堡菇__v0__aad8abb6__c0,sku-2.0-noprop-merged-0721,good
base-props__b166561176afda3a52cc9957753e6b2a097c6778__粽子菇__v708__flag__6c9c8153__c0.mp4,bad,还原度,base-props,b166561176afda3a52cc9957753e6b2a097c6778,source_only,b166561176afda3a52cc9957753e6b2a097c6778__TUPV6002__v708__coffee__5a0a06af__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
base-noprop__e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0__炸虾菇__v0__90094473__c0.mp4,normal,,base-noprop,e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0,source_only,e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0__占卜__v0__a0e33f3c__c0,tutu-insert-sft-0709,bad
exact-r1__b5d14e764b870261aa66c7becd1030cb7dd3aff1__炸虾菇__v1127__bubble__35558177__c0.mp4,bad,不合理的物体,exact-r1,b5d14e764b870261aa66c7becd1030cb7dd3aff1,exact,b5d14e764b870261aa66c7becd1030cb7dd3aff1__炸虾菇__v1127__bubble__35558177__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__3296e3025fe5db65ce1e18e8abd3114afdfdc5da__爆炸菇（爆炸后）__v335__coffee__0714808a__c0.mp4,bad,不属于以上,exact-r2,3296e3025fe5db65ce1e18e8abd3114afdfdc5da,exact,3296e3025fe5db65ce1e18e8abd3114afdfdc5da__爆炸菇（爆炸后）__v335__coffee__0714808a__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-props__13eda229e23f72de63829ca2a162c20a3b56bf44__吐司菇__v72__bubble__b7a22711__c0.mp4,bad,还原度,base-props,13eda229e23f72de63829ca2a162c20a3b56bf44,source_only,13eda229e23f72de63829ca2a162c20a3b56bf44__TUPV6004__v0__8a94d367__c0,sku-1.0-daily-noprop-0802,bad
base-noprop__16fe9365e7037fa8c4a99e77960da17eca362165__炸虾菇__v0__1e3c4480__c0.mp4,good,,base-noprop,16fe9365e7037fa8c4a99e77960da17eca362165,exact,16fe9365e7037fa8c4a99e77960da17eca362165__炸虾菇__v0__1e3c4480__c0,sku-2.0-noprop-merged-0721,normal
exact-r2__5374332efc1c0d8835fbbff686d292f356e467e9__吐司菇__v522__coffee__2f4946ce__c0.mp4,good,,exact-r2,5374332efc1c0d8835fbbff686d292f356e467e9,exact,5374332efc1c0d8835fbbff686d292f356e467e9__吐司菇__v522__coffee__2f4946ce__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__05e26f5e60986d81eb27d3bff555fb6e8b76fd97__粽子菇__v37__coffee__5e8d49dc__c0.mp4,bad,大小变化,exact-r2,05e26f5e60986d81eb27d3bff555fb6e8b76fd97,exact,05e26f5e60986d81eb27d3bff555fb6e8b76fd97__粽子菇__v37__coffee__5e8d49dc__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__5a2b80d25bdac954a2b5eea6b09fb441b660473c__炸虾菇__v572__coffee__c14202ca__c0.mp4,normal,,exact-r1,5a2b80d25bdac954a2b5eea6b09fb441b660473c,exact,5a2b80d25bdac954a2b5eea6b09fb441b660473c__炸虾菇__v572__coffee__c14202ca__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0__爆炸菇（爆炸前）__v0__40be3b2c__c0.mp4,normal,,base-noprop,e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0,exact,e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0__爆炸菇（爆炸前）__v0__40be3b2c__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__c2e9ae96e46e8d80f334d387a13cdcd4b79f15cd__爆炸菇（爆炸前）__v1218__coffee__09c07fe3__c0.mp4,bad,还原度;衣服/身体的时间一致性,exact-r1,c2e9ae96e46e8d80f334d387a13cdcd4b79f15cd,exact,c2e9ae96e46e8d80f334d387a13cdcd4b79f15cd__爆炸菇（爆炸前）__v1218__coffee__09c07fe3__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__48172f0dfe98550b41a163b5c11c78aa0d297fd9__粽子菇__v459__scooter__53010f1f__c0.mp4,bad,还原度,exact-r1,48172f0dfe98550b41a163b5c11c78aa0d297fd9,exact,48172f0dfe98550b41a163b5c11c78aa0d297fd9__粽子菇__v459__scooter__53010f1f__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__0eaa401fc0b89ae5782586ac9dd79898a8983222__汉堡菇__v0__9c680cc7__c0.mp4,good,,base-noprop,0eaa401fc0b89ae5782586ac9dd79898a8983222,none,,,
base-noprop__7980439f022908b0edafecd558418e07616aeaf7__汉堡菇__v0__0ee32b99__c0.mp4,bad,不属于以上,base-noprop,7980439f022908b0edafecd558418e07616aeaf7,none,,,
exact-r1__2542b9c5635f6f39a49c3380e72384f78fd1c0d8__炸虾菇__v238__eyemask__d9177803__c0.mp4,good,,exact-r1,2542b9c5635f6f39a49c3380e72384f78fd1c0d8,exact,2542b9c5635f6f39a49c3380e72384f78fd1c0d8__炸虾菇__v238__eyemask__d9177803__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__747d3ed757b17ee3ce426d2b1db8de235748f40c__爆炸菇（爆炸前）__v732__eyemask__9058c319__c0.mp4,normal,,exact-r1,747d3ed757b17ee3ce426d2b1db8de235748f40c,exact,747d3ed757b17ee3ce426d2b1db8de235748f40c__爆炸菇（爆炸前）__v732__eyemask__9058c319__c0,sku-2.0-props-matrix-untriggered-0728,good
base-props__abd3eebc0d8afd79024fb49f40a8b92321223c19__汉堡菇__v686__eyemask__ac9a2e26__c0.mp4,bad,还原度;不属于以上,base-props,abd3eebc0d8afd79024fb49f40a8b92321223c19,source_only,abd3eebc0d8afd79024fb49f40a8b92321223c19__TUPV6001__v686__glasses__3cb5e1d0__c0,sku-1.0-daily-props-matrix-untriggered-0731,good
exact-r1__f4dcc4ddd6ed29902730ed3dd92d434381273e1b__蘑菇力__v1544__eyemask__69342e96__c0.mp4,bad,还原度,exact-r1,f4dcc4ddd6ed29902730ed3dd92d434381273e1b,exact,f4dcc4ddd6ed29902730ed3dd92d434381273e1b__蘑菇力__v1544__eyemask__69342e96__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__27feb807011584368c25fbbf65625d279657f562__蘑菇力__v0__f6483797__c0.mp4,good,,base-noprop,27feb807011584368c25fbbf65625d279657f562,exact,27feb807011584368c25fbbf65625d279657f562__蘑菇力__v0__f6483797__c0,sku-2.0-noprop-merged-0721,good
exact-r1__06c6d021fcbe5dc10a2370f9e8a54eb80625959d__爆炸菇（爆炸前）__v43__crown__46f796dd__c0.mp4,bad,大小变化,exact-r1,06c6d021fcbe5dc10a2370f9e8a54eb80625959d,exact,06c6d021fcbe5dc10a2370f9e8a54eb80625959d__爆炸菇（爆炸前）__v43__crown__46f796dd__c0,sku-2.0-props-matrix-untriggered-0728,bad
